gen_id,bucket,is_hex_bucket,file_count,total_size_bytes,total_size_gib,zero_byte_files,small_1kb_or_less,large_1mb_or_more,large_100mb_or_more,category_counts,magic_counts
0401_053959,5e,True,193,21471840,0.02,0,49,6,0,"{""snapshot_file"": 193}","{""binary_or_unknown"": 193}"
0401_053959,5f,True,188,638758592,0.5949,0,70,5,2,"{""snapshot_file"": 188}","{""binary_or_unknown"": 187, ""json_like"": 1}"
0401_053959,60,True,193,25008672,0.0233,0,46,5,0,"{""snapshot_file"": 193}","{""binary_or_unknown"": 192, ""json_like"": 1}"
0401_053959,61,True,199,350214352,0.3262,0,66,10,1,"{""snapshot_file"": 199}","{""binary_or_unknown"": 198, ""json_like"": 1}"
0401_053959,62,True,190,342995408,0.3194,0,49,7,1,"{""snapshot_file"": 190}","{""binary_or_unknown"": 188, ""json_like"": 2}"
0401_053959,63,True,205,41170240,0.0383,0,57,5,0,"{""snapshot_file"": 205}","{""binary_or_unknown"": 203, ""json_like"": 2}"
0401_053959,64,True,200,333929440,0.311,0,60,8,1,"{""snapshot_file"": 200}","{""binary_or_unknown"": 195, ""json_like"": 5}"
0401_053959,65,True,198,970064672,0.9034,0,42,7,3,"{""snapshot_file"": 198}","{""binary_or_unknown"": 196, ""json_like"": 2}"
0401_053959,66,True,200,635615264,0.592,0,63,5,2,"{""snapshot_file"": 200}","{""binary_or_unknown"": 199, ""json_like"": 1}"
0401_053959,67,True,186,346849216,0.323,0,58,4,1,"{""snapshot_file"": 186}","{""binary_or_unknown"": 184, ""json_like"": 2}"
0401_053959,68,True,203,697719664,0.6498,0,65,5,2,"{""snapshot_file"": 203}","{""binary_or_unknown"": 202, ""json_like"": 1}"
0401_053959,69,True,212,26549616,0.0247,0,73,6,0,"{""snapshot_file"": 212}","{""binary_or_unknown"": 211, ""json_like"": 1}"
0401_053959,6a,True,198,30598704,0.0285,0,51,8,0,"{""snapshot_file"": 198}","{""binary_or_unknown"": 196, ""json_like"": 2}"
0401_053959,6b,True,184,613116784,0.571,0,52,6,2,"{""snapshot_file"": 184}","{""binary_or_unknown"": 181, ""json_like"": 3}"
0401_053959,6c,True,182,334852928,0.3119,0,55,3,1,"{""snapshot_file"": 182}","{""binary_or_unknown"": 179, ""json_like"": 3}"
0401_053959,6d,True,205,51236864,0.0477,0,66,8,0,"{""snapshot_file"": 205}","{""binary_or_unknown"": 204, ""json_like"": 1}"
0401_053959,6e,True,202,13078944,0.0122,0,52,3,0,"{""snapshot_file"": 202}","{""binary_or_unknown"": 202}"
0401_053959,6f,True,209,363987488,0.339,0,66,3,1,"{""snapshot_file"": 209}","{""binary_or_unknown"": 208, ""json_like"": 1}"
0401_053959,70,True,197,473939888,0.4414,0,49,10,2,"{""snapshot_file"": 197}","{""binary_or_unknown"": 195, ""json_like"": 2}"
0401_053959,71,True,207,66139152,0.0616,0,50,6,0,"{""snapshot_file"": 207}","{""binary_or_unknown"": 205, ""json_like"": 2}"
0401_053959,72,True,202,21513040,0.02,0,60,6,0,"{""snapshot_file"": 202}","{""binary_or_unknown"": 201, ""json_like"": 1}"
0401_053959,73,True,212,607120896,0.5654,0,62,9,2,"{""snapshot_file"": 212}","{""binary_or_unknown"": 211, ""json_like"": 1}"
0401_053959,74,True,170,62835952,0.0585,0,36,7,0,"{""snapshot_file"": 170}","{""binary_or_unknown"": 166, ""json_like"": 4}"
0401_053959,75,True,192,164352112,0.1531,0,42,5,1,"{""snapshot_file"": 192}","{""binary_or_unknown"": 192}"
0401_053959,76,True,190,226222032,0.2107,0,69,4,1,"{""snapshot_file"": 190}","{""binary_or_unknown"": 189, ""json_like"": 1}"
0401_053959,77,True,186,644836992,0.6006,0,57,6,2,"{""snapshot_file"": 186}","{""binary_or_unknown"": 186}"
0401_053959,78,True,201,23031680,0.0214,0,61,3,0,"{""snapshot_file"": 201}","{""binary_or_unknown"": 199, ""json_like"": 2}"
0401_053959,79,True,188,627602992,0.5845,0,53,8,2,"{""snapshot_file"": 188}","{""binary_or_unknown"": 188}"
0401_053959,7a,True,193,672033568,0.6259,0,44,10,2,"{""snapshot_file"": 193}","{""binary_or_unknown"": 193}"
0401_053959,7b,True,202,348685216,0.3247,0,57,5,1,"{""snapshot_file"": 202}","{""binary_or_unknown"": 201, ""json_like"": 1}"
0401_053959,7c,True,224,18201072,0.017,0,67,5,0,"{""snapshot_file"": 224}","{""binary_or_unknown"": 223, ""json_like"": 1}"
0401_053959,7d,True,196,338638240,0.3154,0,51,7,1,"{""snapshot_file"": 196}","{""binary_or_unknown"": 196}"
0401_053959,7e,True,212,21537456,0.0201,0,71,5,0,"{""snapshot_file"": 212}","{""binary_or_unknown"": 210, ""json_like"": 2}"
0401_053959,7f,True,182,568915696,0.5298,0,49,7,2,"{""snapshot_file"": 182}","{""binary_or_unknown"": 180, ""json_like"": 2}"
0401_053959,80,True,201,28262448,0.0263,0,61,7,0,"{""snapshot_file"": 201}","{""binary_or_unknown"": 200, ""json_like"": 1}"
0401_053959,81,True,193,345631104,0.3219,0,54,6,1,"{""snapshot_file"": 193}","{""binary_or_unknown"": 192, ""json_like"": 1}"
0401_053959,82,True,173,11164640,0.0104,0,51,1,0,"{""snapshot_file"": 173}","{""binary_or_unknown"": 168, ""json_like"": 5}"
0401_053959,83,True,217,27226432,0.0254,0,59,8,0,"{""snapshot_file"": 217}","{""binary_or_unknown"": 216, ""json_like"": 1}"
0401_053959,84,True,190,44771808,0.0417,0,58,9,0,"{""snapshot_file"": 190}","{""binary_or_unknown"": 189, ""json_like"": 1}"
0401_053959,85,True,197,23038576,0.0215,0,59,8,0,"{""snapshot_file"": 197}","{""binary_or_unknown"": 196, ""json_like"": 1}"
0401_053959,86,True,191,456119680,0.4248,0,51,6,2,"{""snapshot_file"": 191}","{""binary_or_unknown"": 190, ""json_like"": 1}"
0401_053959,87,True,180,363310976,0.3384,0,45,4,1,"{""snapshot_file"": 180}","{""binary_or_unknown"": 179, ""json_like"": 1}"
0401_053959,88,True,202,326969440,0.3045,0,51,5,1,"{""snapshot_file"": 202}","{""binary_or_unknown"": 202}"
0401_053959,89,True,224,332785200,0.3099,0,73,11,1,"{""snapshot_file"": 224}","{""binary_or_unknown"": 223, ""json_like"": 1}"
0401_053959,8a,True,218,17396816,0.0162,0,49,3,0,"{""snapshot_file"": 218}","{""binary_or_unknown"": 217, ""json_like"": 1}"
0401_053959,8b,True,202,25120032,0.0234,0,67,7,0,"{""snapshot_file"": 202}","{""binary_or_unknown"": 198, ""json_like"": 4}"
0401_053959,8c,True,188,27079232,0.0252,0,53,6,0,"{""snapshot_file"": 188}","{""binary_or_unknown"": 186, ""json_like"": 2}"
0401_053959,8d,True,220,25737328,0.024,0,52,5,0,"{""snapshot_file"": 220}","{""binary_or_unknown"": 217, ""json_like"": 3}"
0401_053959,8e,True,210,328348720,0.3058,0,46,5,1,"{""snapshot_file"": 210}","{""binary_or_unknown"": 207, ""json_like"": 3}"
0401_053959,8f,True,192,34603888,0.0322,0,56,10,0,"{""snapshot_file"": 192}","{""binary_or_unknown"": 192}"
0401_053959,90,True,174,343720432,0.3201,0,54,3,1,"{""snapshot_file"": 174}","{""binary_or_unknown"": 174}"
0401_053959,91,True,218,46491408,0.0433,0,52,10,0,"{""snapshot_file"": 218}","{""binary_or_unknown"": 218}"
0401_053959,92,True,189,664435136,0.6188,0,49,8,2,"{""snapshot_file"": 189}","{""binary_or_unknown"": 188, ""json_like"": 1}"
0401_053959,93,True,195,30827360,0.0287,0,52,10,0,"{""snapshot_file"": 195}","{""binary_or_unknown"": 195}"
0401_053959,94,True,181,19589696,0.0182,0,51,5,0,"{""snapshot_file"": 181}","{""binary_or_unknown"": 181}"
0401_053959,95,True,211,18708368,0.0174,0,56,5,0,"{""snapshot_file"": 211}","{""binary_or_unknown"": 210, ""json_like"": 1}"
0401_053959,96,True,203,1266736384,1.1797,0,55,9,4,"{""snapshot_file"": 203}","{""binary_or_unknown"": 203}"
0401_053959,97,True,195,129315584,0.1204,0,57,7,0,"{""snapshot_file"": 195}","{""binary_or_unknown"": 194, ""json_like"": 1}"
0401_053959,98,True,211,319196896,0.2973,0,59,7,1,"{""snapshot_file"": 211}","{""binary_or_unknown"": 209, ""json_like"": 2}"
0401_053959,99,True,203,19791952,0.0184,0,59,5,0,"{""snapshot_file"": 203}","{""binary_or_unknown"": 202, ""json_like"": 1}"
0401_053959,9a,True,202,35972304,0.0335,0,58,6,0,"{""snapshot_file"": 202}","{""binary_or_unknown"": 201, ""json_like"": 1}"
0401_053959,9b,True,186,661996896,0.6165,0,53,8,2,"{""snapshot_file"": 186}","{""binary_or_unknown"": 186}"
0401_053959,9c,True,223,355089024,0.3307,0,74,9,1,"{""snapshot_file"": 223}","{""binary_or_unknown"": 222, ""json_like"": 1}"
0401_053959,9d,True,193,344099680,0.3205,0,50,8,1,"{""snapshot_file"": 193}","{""binary_or_unknown"": 192, ""json_like"": 1}"
0401_053959,9e,True,203,687008000,0.6398,0,63,11,2,"{""snapshot_file"": 203}","{""binary_or_unknown"": 201, ""json_like"": 2}"
0401_053959,9f,True,179,970715280,0.904,0,56,5,3,"{""snapshot_file"": 179}","{""binary_or_unknown"": 177, ""json_like"": 2}"
0401_053959,a0,True,191,340656896,0.3173,0,70,3,1,"{""snapshot_file"": 191}","{""binary_or_unknown"": 190, ""json_like"": 1}"
0401_053959,a1,True,213,655512096,0.6105,0,74,4,2,"{""snapshot_file"": 213}","{""binary_or_unknown"": 210, ""json_like"": 3}"
0401_053959,a2,True,193,713607152,0.6646,0,47,8,2,"{""snapshot_file"": 193}","{""binary_or_unknown"": 192, ""json_like"": 1}"
0401_053959,a3,True,218,675798576,0.6294,0,69,9,2,"{""snapshot_file"": 218}","{""binary_or_unknown"": 216, ""json_like"": 2}"
0401_053959,a4,True,214,357520144,0.333,0,69,6,1,"{""snapshot_file"": 214}","{""binary_or_unknown"": 212, ""json_like"": 2}"
0401_053959,a5,True,188,352379776,0.3282,0,44,8,1,"{""snapshot_file"": 188}","{""binary_or_unknown"": 187, ""json_like"": 1}"
0401_053959,a6,True,211,18591072,0.0173,0,53,4,0,"{""snapshot_file"": 211}","{""binary_or_unknown"": 207, ""json_like"": 4}"
0401_053959,a7,True,204,928468992,0.8647,0,64,10,2,"{""snapshot_file"": 204}","{""binary_or_unknown"": 201, ""json_like"": 3}"
0401_053959,a8,True,191,362622976,0.3377,0,62,7,1,"{""snapshot_file"": 191}","{""binary_or_unknown"": 190, ""json_like"": 1}"
0401_053959,a9,True,204,682796816,0.6359,0,59,6,2,"{""snapshot_file"": 204}","{""binary_or_unknown"": 201, ""json_like"": 3}"
0401_053959,aa,True,214,345024032,0.3213,0,61,5,1,"{""snapshot_file"": 214}","{""binary_or_unknown"": 213, ""json_like"": 1}"
0401_053959,ab,True,217,763370688,0.7109,0,59,12,2,"{""snapshot_file"": 217}","{""binary_or_unknown"": 215, ""json_like"": 2}"
0401_053959,ac,True,199,17164768,0.016,0,36,4,0,"{""snapshot_file"": 199}","{""binary_or_unknown"": 199}"
0401_053959,ad,True,194,714395984,0.6653,0,43,11,2,"{""snapshot_file"": 194}","{""binary_or_unknown"": 192, ""json_like"": 2}"
0401_053959,ae,True,181,328544576,0.306,0,65,4,1,"{""snapshot_file"": 181}","{""binary_or_unknown"": 180, ""json_like"": 1}"
0401_053959,af,True,206,645679232,0.6013,0,50,7,2,"{""snapshot_file"": 206}","{""binary_or_unknown"": 204, ""json_like"": 2}"
0401_053959,b0,True,220,349798240,0.3258,0,64,6,1,"{""snapshot_file"": 220}","{""binary_or_unknown"": 217, ""json_like"": 3}"
0401_053959,b1,True,192,331724512,0.3089,0,67,3,1,"{""snapshot_file"": 192}","{""binary_or_unknown"": 190, ""json_like"": 2}"
0401_053959,b2,True,202,402139152,0.3745,0,49,9,1,"{""snapshot_file"": 202}","{""binary_or_unknown"": 199, ""json_like"": 3}"
0401_053959,b3,True,206,329992624,0.3073,0,57,6,1,"{""snapshot_file"": 206}","{""binary_or_unknown"": 206}"
0401_053959,b4,True,186,355248192,0.3309,0,55,6,1,"{""snapshot_file"": 186}","{""binary_or_unknown"": 185, ""json_like"": 1}"
0401_053959,b5,True,197,38460448,0.0358,0,55,4,0,"{""snapshot_file"": 197}","{""binary_or_unknown"": 196, ""json_like"": 1}"
0401_053959,b6,True,192,457606464,0.4262,0,58,9,2,"{""snapshot_file"": 192}","{""binary_or_unknown"": 189, ""json_like"": 3}"
0401_053959,b7,True,234,31476096,0.0293,0,55,6,0,"{""snapshot_file"": 234}","{""binary_or_unknown"": 234}"
0401_053959,b8,True,195,17297200,0.0161,0,52,5,0,"{""snapshot_file"": 195}","{""binary_or_unknown"": 194, ""json_like"": 1}"
0401_053959,b9,True,196,656651296,0.6116,0,50,10,2,"{""snapshot_file"": 196}","{""binary_or_unknown"": 196}"
0401_053959,ba,True,189,81029088,0.0755,0,46,4,0,"{""snapshot_file"": 189}","{""binary_or_unknown"": 188, ""json_like"": 1}"
0401_053959,bb,True,191,650912432,0.6062,0,56,8,2,"{""snapshot_file"": 191}","{""binary_or_unknown"": 190, ""json_like"": 1}"
0401_053959,bc,True,189,316927376,0.2952,0,44,4,1,"{""snapshot_file"": 189}","{""binary_or_unknown"": 189}"
0401_053959,bd,True,179,55211952,0.0514,0,61,6,0,"{""snapshot_file"": 179}","{""binary_or_unknown"": 176, ""json_like"": 3}"
0401_053959,be,True,192,18406064,0.0171,0,61,4,0,"{""snapshot_file"": 192}","{""binary_or_unknown"": 191, ""json_like"": 1}"
0401_053959,bf,True,229,374654304,0.3489,0,71,7,1,"{""snapshot_file"": 229}","{""binary_or_unknown"": 229}"
0401_053959,c0,True,183,19530048,0.0182,0,43,4,0,"{""snapshot_file"": 183}","{""binary_or_unknown"": 183}"
0401_053959,c1,True,213,512635904,0.4774,0,53,6,2,"{""snapshot_file"": 213}","{""binary_or_unknown"": 212, ""json_like"": 1}"
0401_053959,c2,True,198,392631680,0.3657,0,64,7,1,"{""snapshot_file"": 198}","{""binary_or_unknown"": 196, ""json_like"": 2}"
0401_053959,c3,True,181,26098576,0.0243,0,63,9,0,"{""snapshot_file"": 181}","{""binary_or_unknown"": 179, ""json_like"": 2}"
0401_053959,c4,True,168,17074560,0.0159,0,51,3,0,"{""snapshot_file"": 168}","{""binary_or_unknown"": 167, ""json_like"": 1}"
0401_053959,c5,True,183,790968400,0.7366,0,49,8,3,"{""snapshot_file"": 183}","{""binary_or_unknown"": 182, ""json_like"": 1}"
0401_053959,c6,True,206,377761712,0.3518,0,62,8,1,"{""snapshot_file"": 206}","{""binary_or_unknown"": 205, ""json_like"": 1}"
0401_053959,c7,True,198,668325248,0.6224,0,54,10,2,"{""snapshot_file"": 198}","{""binary_or_unknown"": 196, ""json_like"": 2}"
0401_053959,c8,True,214,404286192,0.3765,0,70,6,1,"{""snapshot_file"": 214}","{""binary_or_unknown"": 213, ""json_like"": 1}"
0401_053959,c9,True,212,347128720,0.3233,0,67,7,1,"{""snapshot_file"": 212}","{""binary_or_unknown"": 208, ""json_like"": 4}"
0401_053959,ca,True,235,1034618800,0.9636,0,63,9,3,"{""snapshot_file"": 235}","{""binary_or_unknown"": 234, ""json_like"": 1}"
0401_053959,cb,True,207,32561472,0.0303,0,54,7,0,"{""snapshot_file"": 207}","{""binary_or_unknown"": 203, ""json_like"": 4}"
0401_053959,cc,True,218,346245120,0.3225,0,65,7,1,"{""snapshot_file"": 218}","{""binary_or_unknown"": 218}"
0401_053959,cd,True,188,27977792,0.0261,0,54,6,0,"{""snapshot_file"": 188}","{""binary_or_unknown"": 186, ""json_like"": 2}"
0401_053959,ce,True,210,940309408,0.8757,0,70,6,3,"{""snapshot_file"": 210}","{""binary_or_unknown"": 209, ""json_like"": 1}"
0401_053959,cf,True,193,94376320,0.0879,0,61,7,0,"{""snapshot_file"": 193}","{""binary_or_unknown"": 191, ""json_like"": 2}"
0401_053959,d0,True,206,667443744,0.6216,0,64,7,2,"{""snapshot_file"": 206}","{""binary_or_unknown"": 202, ""json_like"": 4}"
0401_053959,d1,True,200,947526992,0.8825,0,52,10,3,"{""snapshot_file"": 200}","{""binary_or_unknown"": 199, ""json_like"": 1}"
0401_053959,d2,True,188,358948992,0.3343,0,73,3,1,"{""snapshot_file"": 188}","{""binary_or_unknown"": 187, ""json_like"": 1}"
0401_053959,d3,True,201,673177632,0.6269,0,60,6,2,"{""snapshot_file"": 201}","{""binary_or_unknown"": 199, ""json_like"": 2}"
0401_053959,d4,True,189,37128576,0.0346,0,52,6,0,"{""snapshot_file"": 189}","{""binary_or_unknown"": 189}"
0401_053959,d5,True,193,354254560,0.3299,0,59,7,1,"{""snapshot_file"": 193}","{""binary_or_unknown"": 191, ""json_like"": 2}"
0401_053959,d6,True,197,658840144,0.6136,0,58,8,2,"{""snapshot_file"": 197}","{""binary_or_unknown"": 195, ""json_like"": 2}"
0401_053959,d7,True,221,30072768,0.028,0,62,7,0,"{""snapshot_file"": 221}","{""binary_or_unknown"": 219, ""json_like"": 2}"
0401_053959,d8,True,209,65651536,0.0611,0,60,9,0,"{""snapshot_file"": 209}","{""binary_or_unknown"": 208, ""json_like"": 1}"
0401_053959,d9,True,201,358310752,0.3337,0,58,6,1,"{""snapshot_file"": 201}","{""binary_or_unknown"": 201}"
0401_053959,da,True,182,13260432,0.0123,0,48,3,0,"{""snapshot_file"": 182}","{""binary_or_unknown"": 181, ""json_like"": 1}"
0401_053959,db,True,215,24507680,0.0228,0,72,6,0,"{""snapshot_file"": 215}","{""binary_or_unknown"": 215}"
0401_053959,dc,True,174,685464672,0.6384,0,46,6,2,"{""snapshot_file"": 174}","{""binary_or_unknown"": 174}"
0401_053959,dd,True,199,13900944,0.0129,0,52,1,0,"{""snapshot_file"": 199}","{""binary_or_unknown"": 195, ""json_like"": 4}"
0401_053959,de,True,185,13123104,0.0122,0,51,2,0,"{""snapshot_file"": 185}","{""binary_or_unknown"": 182, ""json_like"": 3}"
0401_053959,df,True,188,991126240,0.9231,0,55,12,3,"{""snapshot_file"": 188}","{""binary_or_unknown"": 186, ""json_like"": 2}"
0401_053959,e0,True,201,761445856,0.7092,0,62,8,2,"{""snapshot_file"": 201}","{""binary_or_unknown"": 199, ""json_like"": 2}"
0401_053959,e1,True,205,357274144,0.3327,0,53,5,1,"{""snapshot_file"": 205}","{""binary_or_unknown"": 205}"
0401_053959,e2,True,184,25425296,0.0237,0,62,6,0,"{""snapshot_file"": 184}","{""binary_or_unknown"": 184}"
0401_053959,e3,True,199,29304544,0.0273,0,57,4,0,"{""snapshot_file"": 199}","{""binary_or_unknown"": 198, ""json_like"": 1}"
0401_053959,e4,True,198,347671696,0.3238,0,55,6,1,"{""snapshot_file"": 198}","{""binary_or_unknown"": 198}"
0401_053959,e5,True,197,708697840,0.66,0,57,9,2,"{""snapshot_file"": 197}","{""binary_or_unknown"": 197}"
0401_053959,e6,True,194,83060608,0.0774,0,50,8,0,"{""snapshot_file"": 194}","{""binary_or_unknown"": 191, ""json_like"": 3}"
0401_053959,e7,True,198,712614080,0.6637,0,51,6,2,"{""snapshot_file"": 198}","{""binary_or_unknown"": 197, ""json_like"": 1}"
0401_053959,e8,True,211,1296744688,1.2077,0,56,11,4,"{""snapshot_file"": 211}","{""binary_or_unknown"": 210, ""json_like"": 1}"
0401_053959,e9,True,199,279214000,0.26,0,74,5,1,"{""snapshot_file"": 199}","{""binary_or_unknown"": 199}"
0401_053959,ea,True,190,212983376,0.1984,0,53,6,1,"{""snapshot_file"": 190}","{""binary_or_unknown"": 187, ""json_like"": 3}"
0401_053959,eb,True,182,16947200,0.0158,0,52,6,0,"{""snapshot_file"": 182}","{""binary_or_unknown"": 182}"
0401_053959,ec,True,210,683881936,0.6369,0,60,7,2,"{""snapshot_file"": 210}","{""binary_or_unknown"": 207, ""json_like"": 3}"
0401_053959,ed,True,204,584404096,0.5443,0,56,13,2,"{""snapshot_file"": 204}","{""binary_or_unknown"": 203, ""json_like"": 1}"
0401_053959,ee,True,205,721839616,0.6723,0,61,8,2,"{""snapshot_file"": 205}","{""binary_or_unknown"": 203, ""json_like"": 2}"
0401_053959,ef,True,213,68769792,0.064,0,60,9,0,"{""snapshot_file"": 213}","{""binary_or_unknown"": 213}"
0401_053959,f0,True,199,661742336,0.6163,0,52,11,2,"{""snapshot_file"": 199}","{""binary_or_unknown"": 197, ""json_like"": 2}"
0401_053959,f1,True,191,32180944,0.03,0,56,7,0,"{""snapshot_file"": 191}","{""binary_or_unknown"": 190, ""json_like"": 1}"
0401_053959,f2,True,172,351640352,0.3275,0,48,5,1,"{""snapshot_file"": 172}","{""binary_or_unknown"": 172}"
0401_053959,f3,True,220,174574112,0.1626,0,63,3,1,"{""snapshot_file"": 220}","{""binary_or_unknown"": 220}"
0401_053959,f4,True,205,17936704,0.0167,0,60,4,0,"{""snapshot_file"": 205}","{""binary_or_unknown"": 205}"
0401_053959,f5,True,204,658743984,0.6135,0,63,7,2,"{""snapshot_file"": 204}","{""binary_or_unknown"": 201, ""json_like"": 3}"
0401_053959,f6,True,216,24741952,0.023,0,59,6,0,"{""snapshot_file"": 216}","{""binary_or_unknown"": 216}"
0401_053959,f7,True,178,332036400,0.3092,0,53,5,1,"{""snapshot_file"": 178}","{""binary_or_unknown"": 178}"
0401_053959,f8,True,207,625710512,0.5827,0,59,7,3,"{""snapshot_file"": 207}","{""binary_or_unknown"": 207}"
0401_053959,f9,True,199,350322432,0.3263,0,58,5,1,"{""snapshot_file"": 199}","{""binary_or_unknown"": 199}"
0401_053959,fa,True,190,19709408,0.0184,0,49,6,0,"{""snapshot_file"": 190}","{""binary_or_unknown"": 189, ""json_like"": 1}"
0401_053959,fb,True,222,138916160,0.1294,0,58,4,0,"{""snapshot_file"": 222}","{""binary_or_unknown"": 220, ""json_like"": 2}"
0401_053959,fc,True,178,370682640,0.3452,0,50,11,1,"{""snapshot_file"": 178}","{""binary_or_unknown"": 178}"
0401_053959,fd,True,174,11269072,0.0105,0,48,3,0,"{""snapshot_file"": 174}","{""binary_or_unknown"": 172, ""json_like"": 2}"
0401_053959,fe,True,174,21899952,0.0204,0,49,7,0,"{""snapshot_file"": 174}","{""binary_or_unknown"": 171, ""json_like"": 3}"
0401_053959,ff,True,197,351339824,0.3272,0,58,3,1,"{""snapshot_file"": 197}","{""binary_or_unknown"": 195, ""json_like"": 2}"
